category,record_index,point_count,hmin,hmax,haverage,vmin,vmax,vaverage,hrange,vrange
drone,1434,100,1160.68,1285.93,1200.16,79.9155,98.9547,89.103,125.251,19.0391
drone,1435,100,1167.53,1293.42,1209.69,70.2282,88.7257,79.9648,125.891,18.4975
drone,1436,100,1181.02,1309.25,1220.65,72.1762,91.5043,81.5791,128.233,19.3281
drone,1437,100,1192.77,1318.89,1230.74,73.4329,93.0622,83.0102,126.122,19.6294
drone,1438,100,1200.25,1326.42,1239.89,75.207,93.7869,84.3729,126.17,18.5799
drone,1439,100,1209.51,1335.62,1249.92,76.1432,96.3322,86.0681,126.102,20.189
drone,1440,100,1219.2,1351.64,1259.84,77.9119,96.8166,87.4165,132.446,18.9047
drone,1441,100,1119.37,1245.96,1160.83,79.8446,100.075,88.9743,126.587,20.2308
drone,1442,100,1131,1254.87,1170.35,69.747,88.7288,79.8065,123.877,18.9818
drone,1443,100,1140.7,1264.35,1179.65,70.7311,90.4165,81.3495,123.653,19.6853
drone,1444,100,1151.63,1274.7,1190.36,73.6599,92.8298,83.0346,123.072,19.1699
drone,1445,100,1159.53,1288.54,1200.34,74.9175,93.4059,84.2534,129.01,18.4884
drone,1446,100,1172.24,1299.81,1209.75,75.758,94.6296,86.0084,127.573,18.8716
drone,1447,100,1181.44,1306.01,1220.44,78.5432,96.6358,87.4228,124.568,18.0926
drone,1448,100,1190.89,1315.88,1230.23,79.2065,99.0323,89.2321,124.986,19.8257
drone,1449,100,1199.95,1329.39,1240.23,70.4043,88.8764,80.0816,129.441,18.4722
drone,1450,100,1208.18,1336.67,1249.9,72.0469,90.4002,81.3217,128.486,18.3532
drone,1451,100,1219.09,1350.52,1259.81,73.4131,92.7556,83.0224,131.431,19.3425
drone,1452,100,1121.48,1247.07,1159.33,74.9561,94.1584,84.5533,125.584,19.2023
drone,1453,100,1129.58,1254.58,1170.73,77.0868,94.5926,85.9361,125.001,17.5058
drone,1454,100,1137.07,1277.03,1179.77,77.4886,96.8403,87.4477,139.966,19.3517
drone,1455,100,1149.49,1277.84,1190.5,79.8402,98.0482,88.957,128.349,18.2081
drone,1456,100,1161.75,1285.89,1200.78,70.3673,89.5582,79.9641,124.139,19.1909
drone,1457,100,1169.69,1299.76,1210.78,71.8529,90.7481,81.4685,130.07,18.8953
drone,1458,100,1178.84,1308.51,1220.35,73.7965,92.4343,82.9644,129.662,18.6378
drone,1459,100,1192.52,1316.09,1230.12,74.6618,93.5308,84.5661,123.572,18.869
drone,1460,100,1199.59,1330.47,1240.02,75.7867,94.9749,85.8366,130.886,19.1882
drone,1461,100,1209.19,1336.95,1250.11,78.2549,96.2806,87.4614,127.756,18.0257
drone,1462,100,1216.48,1348.19,1260.73,80.2294,98.2392,89.1433,131.712,18.0097
drone,1463,100,1117.17,1247.55,1160.13,70.2346,89.3458,79.9968,130.381,19.1112
drone,1464,100,1128.93,1254.33,1169.48,72.6662,90.4725,81.6425,125.403,17.8063
drone,1465,100,1136.48,1269.77,1179.87,73.2925,93.1567,83.0649,133.289,19.8643
drone,1466,100,1149.54,1276.78,1190.44,75.0909,93.9269,84.4028,127.236,18.836
drone,1467,100,1157.81,1283.61,1200.23,77.4275,95.1678,86.0733,125.806,17.7403
drone,1468,100,1172.14,1297.39,1210.41,77.4479,96.562,87.4767,125.253,19.1141
drone,1469,100,1181.51,1305.74,1220.28,79.5309,97.603,89.0447,124.237,18.0721
drone,1470,100,1189.3,1317.67,1229.92,70.0212,89.748,80.0467,128.373,19.7268
drone,1471,100,1200.61,1330.65,1240.79,70.9168,90.8724,81.3699,130.043,19.9557
drone,1472,100,1210.06,1333.92,1249.08,73.4642,92.8736,83.092,123.865,19.4094
drone,1473,100,1222.3,1344.07,1260.43,73.9603,95.5778,84.5891,121.772,21.6174
drone,1474,100,1118.83,1243.47,1159.93,76.6868,95.1305,85.9533,124.644,18.4437
drone,1475,100,1125.54,1257.66,1169.81,77.3082,97.1148,87.4588,132.116,19.8066
drone,1476,100,1137.42,1268.38,1180.43,80.0726,98.0402,88.9912,130.954,17.9676
drone,1477,100,1148.25,1275.43,1189.54,69.7032,89.6455,80.0161,127.179,19.9423
drone,1478,100,1160.68,1286.77,1200.91,72.4465,91.1588,81.462,126.092,18.7123
drone,1479,100,1171.39,1297.19,1210.47,73.9086,92.4287,82.9126,125.799,18.5201
drone,1480,100,1179.78,1308.64,1220.43,74.4231,93.3342,84.283,128.855,18.9111
drone,1481,100,1192.91,1318.96,1229.93,77.1627,95.4109,86.1623,126.046,18.2483
drone,1482,100,1198.25,1324.68,1239.98,78.0237,96.8491,87.3692,126.429,18.8254
drone,1483,100,1211.29,1336.43,1250.22,80.2048,99.0042,88.9339,125.138,18.7993
drone,1484,100,1221.84,1346.73,1259.87,70.8273,89.4229,80.0571,124.892,18.5956
drone,1485,100,1116.73,1244.89,1159.85,71.9594,91.1269,81.5088,128.163,19.1674
drone,1486,100,1130.02,1259.96,1170.63,73.2012,92.0701,82.9674,129.946,18.8689
drone,1487,100,1139.88,1268.69,1180.81,75.1191,93.7064,84.5089,128.807,18.5873
drone,1488,100,1151.4,1277.63,1190.33,76.2885,95.0092,86.0643,126.231,18.7207
drone,1489,100,1161.62,1287.85,1200.67,78.4767,97.2956,87.6243,126.23,18.8189
drone,1490,100,1169.07,1300.59,1209.59,78.9371,98.3028,88.8621,131.516,19.3656
drone,1491,100,1179.34,1305.47,1219.51,70.7952,89.4471,80.037,126.128,18.6519
drone,1492,100,1188.95,1320.95,1230.3,71.2894,90.5864,81.3613,132.002,19.297
drone,1493,100,1202.22,1324.81,1240.13,74.4486,92.2297,83.0874,122.588,17.7811
drone,1494,100,1211.62,1337.03,1250.84,75.4053,94.7989,84.5392,125.408,19.3935
drone,1495,100,1220.22,1347.58,1259.99,76.9439,94.6182,85.8915,127.358,17.6743
drone,1496,100,1120.63,1247.08,1160.32,78.1131,96.2538,87.5722,126.451,18.1407
drone,1497,100,1128.63,1254.48,1170.27,79.562,97.7751,89.0364,125.853,18.2131
drone,1498,100,1142.46,1267.15,1179.85,70.443,89.2708,80.0972,124.694,18.8278
drone,1499,100,1150.42,1276.25,1190.46,70.3237,90.926,81.4968,125.826,20.6023
drone,1500,100,1158.57,1287.04,1200.85,73.4379,92.5775,82.8726,128.47,19.1396
drone,1501,100,1168.78,1299.07,1210.61,75.0595,94.5351,84.5287,130.289,19.4756
drone,1502,100,1174.15,1305.27,1220.35,76.4578,94.8203,85.8392,131.121,18.3624
drone,1503,100,1182.05,1319.64,1230.61,78.5988,97.6715,87.5649,137.598,19.0726
drone,1504,100,1199.29,1330.08,1240.58,79.7049,98.3957,88.938,130.787,18.6908
drone,1505,100,1208.11,1336.42,1250.23,70.2565,89.845,80.0249,128.315,19.5885
drone,1506,100,1219,1352.45,1260.3,72.3644,91.2495,81.419,133.456,18.8851
drone,1507,100,1120.03,1249.69,1160.36,74.1056,92.3468,83.1974,129.658,18.2412
drone,1508,100,1132.49,1255.16,1170.73,75.2171,93.8193,84.6336,122.672,18.6022
drone,1509,100,1136.88,1265.87,1180.46,76.491,95.9203,86.0051,128.992,19.4292
drone,1510,100,1150.01,1275.29,1190.44,78.684,97.4937,87.526,125.281,18.8096
drone,1511,100,1157.67,1286.96,1200.57,79.6881,98.4147,89.0318,129.288,18.7266
drone,1512,100,1173.12,1296.84,1210.28,69.9896,89.5723,79.925,123.713,19.5828
drone,1513,100,1180.22,1306.71,1219.13,71.6749,90.8622,81.3969,126.485,19.1873
drone,1514,100,1186.15,1320.29,1230.64,73.5526,91.9032,82.7941,134.136,18.3505
drone,1515,100,1200.26,1327.31,1240.32,73.3508,93.4857,84.5403,127.054,20.1348
drone,1516,100,1207.96,1338.53,1250.84,77.0342,95.0943,86.1304,130.572,18.06
drone,1517,100,1220.83,1348.11,1260.29,78.7329,96.4962,87.5995,127.281,17.7633
drone,1518,100,1117.5,1245.33,1160.99,79.3931,97.6752,89.0951,127.824,18.2821
drone,1519,100,1130.25,1255.14,1170.19,69.752,89.1993,80.0261,124.881,19.4474
drone,1520,100,1141.76,1266.11,1179.58,71.4089,90.866,81.5731,124.347,19.457
drone,1521,100,1151.77,1276.36,1190.51,73.6685,92.4772,82.9615,124.596,18.8087
drone,1522,100,1159.72,1284.39,1199.59,74.4432,93.8411,84.5089,124.669,19.3979
drone,1523,100,1170.45,1301.78,1210.11,76.2537,95.7992,86.0601,131.332,19.5455
drone,1524,100,1180.74,1310.07,1220.11,76.8113,97.3532,87.6569,129.328,20.5419
drone,1525,100,1186.25,1315.07,1229.8,78.6233,98.7695,89.0796,128.817,20.1462
drone,1526,100,1201.67,1325.1,1240.68,70.8232,90.1558,79.9162,123.434,19.3326
drone,1527,100,1212.18,1337.65,1249.98,71.8403,91.5333,81.4481,125.47,19.693
drone,1528,100,1221.97,1345.14,1260.61,74.7419,92.6657,82.8672,123.165,17.9238
drone,1529,100,1120.27,1253.23,1160.18,74.9646,92.9715,84.4966,132.962,18.007
drone,1530,100,1129.32,1256.6,1170.05,76.659,95.4481,86.1075,127.282,18.7891
drone,1531,100,1143.84,1267.17,1180.83,78.8657,97.6096,87.7016,123.339,18.7438
drone,1532,100,1148.85,1274.89,1190.3,79.5863,98.8837,88.9119,126.039,19.2975
drone,1533,100,1163.08,1284.61,1200.3,71.402,91.1875,80.0671,121.53,19.7856
drone,1534,100,1173.4,1299.96,1210.64,71.7993,91.4223,81.6368,126.556,19.623
drone,1535,100,1180.34,1307.6,1220.22,73.3727,92.4573,82.9212,127.266,19.0846
drone,1536,100,1192.42,1317.18,1230.28,75.3918,94.6439,84.435,124.761,19.252
drone,1537,100,1201.53,1328.59,1240.37,77.1453,95.1868,86.0406,127.053,18.0415
drone,1538,100,1210.8,1342.47,1250.13,77.9992,97.113,87.3428,131.669,19.1137
drone,1539,100,1215.92,1351.19,1260.85,79.1684,98.6821,89.1603,135.262,19.5137
drone,1540,100,1120.36,1242.05,1159.7,70.349,89.7511,80.0543,121.687,19.4021
drone,1541,100,1131.58,1259.29,1170.53,70.8885,90.6435,81.5425,127.718,19.755
drone,1542,100,1141.35,1269.66,1179.79,72.9518,92.4935,83.0536,128.307,19.5417
drone,1543,100,1150.87,1275.78,1190.57,75.2071,93.5219,84.3688,124.91,18.3148
drone,1544,100,1161.02,1290.29,1199.61,76.2914,96.1088,85.84,129.269,19.8173
drone,1545,100,1169.34,1299.17,1210.07,78.6683,96.5992,87.4803,129.832,17.9309
drone,1546,100,1182.62,1305,1220.69,79.8934,99.21,89.1298,122.386,19.3166
drone,1547,100,1189.17,1318.66,1230.27,69.6583,90.0995,79.9813,129.487,20.4413
drone,1548,100,1199.52,1326.31,1240.69,71.929,90.2874,81.4178,126.792,18.3584
drone,1549,100,1209.08,1340.2,1250.42,74.4135,92.4768,83.0779,131.119,18.0633
drone,1550,100,1221.26,1348.22,1260.35,74.9651,94.2554,84.5167,126.965,19.2904
drone,1551,100,1117.01,1250.47,1160.04,76.5357,96.0976,85.9736,133.46,19.5619
drone,1552,100,1132.94,1256.49,1170.41,77.8715,96.0562,87.3464,123.558,18.1847
drone,1553,100,1132.66,1266.65,1179.21,79.7421,97.8998,89.0289,133.988,18.1577
drone,1554,100,1151.92,1272.86,1190.1,70.5206,89.8982,79.9659,120.941,19.3775
drone,1555,100,1157.18,1287.91,1200.52,71.9092,91.3803,81.5456,130.729,19.4711
drone,1556,100,1169.77,1296.4,1210.17,73.6629,93.2441,82.9924,126.628,19.5812
drone,1557,100,1179.76,1309.37,1220.5,74.397,93.6686,84.4736,129.611,19.2716
drone,1558,100,1192.71,1312.52,1230.52,76.0087,95.8947,85.9197,119.809,19.886
drone,1559,100,1201.05,1328.72,1240.6,77.9448,98.2681,87.5178,127.671,20.3233
drone,1560,100,1211.79,1336.09,1249.5,79.2424,98.2987,88.9725,124.307,19.0563
drone,1561,100,1220.33,1345.68,1260.41,71.2391,89.0286,79.9857,125.346,17.7895
drone,1562,100,1121.11,1248.43,1160.54,71.446,91.0348,81.3106,127.325,19.5888
drone,1563,100,1130.38,1258.65,1170.24,73.4894,92.7045,82.8119,128.264,19.2151
drone,1564,100,1139.14,1269.86,1180.02,75.1991,94.5678,84.3337,130.718,19.3687
drone,1565,100,1154.97,1277.45,1191.09,75.5346,96.0687,85.9524,122.484,20.534
drone,1566,100,1163.71,1291.64,1200.38,77.387,96.6118,87.3643,127.927,19.2248
drone,1567,100,1167.08,1300.76,1210.63,79.7809,98.3623,89.1038,133.678,18.5815
drone,1568,100,1177.9,1305.97,1220.32,70.5618,89.5428,80.1465,128.065,18.981
drone,1569,100,1186.34,1319.4,1229.59,72.5411,90.9277,81.5761,133.061,18.3865
drone,1570,100,1198.02,1325.38,1239.93,72.9916,92.5103,82.9567,127.36,19.5187
drone,1571,100,1214.14,1341.82,1250.9,74.6847,94.8316,84.4524,127.679,20.1469
drone,1572,100,1221.24,1346.58,1260.25,76.4485,94.9712,85.9332,125.349,18.5228
drone,1573,100,1117.71,1248.95,1159.22,78.9371,96.0407,87.4957,131.243,17.1036
drone,1574,100,1128.89,1259.23,1170.4,79.1181,97.8932,88.9195,130.342,18.7752
drone,1575,100,1139.54,1268.01,1180.28,70.523,89.1685,79.9001,128.467,18.6455
drone,1576,100,1152.47,1276.9,1190.66,72.097,90.9019,81.5381,124.434,18.8049
drone,1577,100,1155.86,1286.58,1200.13,73.6759,92.3149,82.8188,130.716,18.639
drone,1578,100,1168.13,1291.61,1209.65,75.7381,94.8131,84.5381,123.477,19.075
drone,1579,100,1179,1306.12,1220.72,76.9308,94.7631,85.9229,127.112,17.8323
drone,1580,100,1189.92,1318.07,1230.2,77.6402,98.0739,87.5538,128.156,20.4336
drone,1581,100,1201.24,1328.94,1240.07,78.5935,99.0353,89.0062,127.695,20.4417
drone,1582,100,1211.2,1338.31,1250.12,70.6693,89.3992,80.131,127.107,18.7299
drone,1583,100,1221.5,1348.53,1259.87,72.6361,91.1532,81.6516,127.023,18.5171
drone,1584,100,1117.35,1247.11,1160.14,73.7966,91.9778,82.9227,129.759,18.1811
drone,1585,100,1130.17,1263.38,1170.13,74.9823,94.1959,84.5803,133.216,19.2136
drone,1586,100,1136.04,1269.29,1180.5,76.7958,95.0736,86.091,133.252,18.2778
drone,1587,100,1149.96,1277.07,1189.85,77.0966,96.7195,87.561,127.11,19.6229
drone,1588,100,1156.74,1282.68,1200.01,78.9695,98.7838,89.0433,125.948,19.8142
drone,1589,100,1170.26,1297.53,1209.54,69.4767,89.2834,79.869,127.267,19.8067
drone,1590,100,1181.36,1305.37,1220.4,72.1368,91.1248,81.5092,124.018,18.988
drone,1591,100,1192.07,1317.66,1230.39,72.7268,92.8228,82.9452,125.588,20.096
drone,1592,100,1198.63,1328.54,1240.56,75.1609,94.1144,84.5853,129.908,18.9535
drone,1593,100,1211.86,1336.33,1250.07,76.8992,94.9191,85.9907,124.469,18.0199
drone,1594,100,1215.16,1349.69,1260.84,78.2015,96.5517,87.487,134.523,18.3502
drone,1595,100,1121.39,1249.96,1160.23,79.7572,97.5616,88.9502,128.564,17.8044
drone,1596,100,1131.52,1262.34,1169.95,70.3285,89.1913,79.9434,130.821,18.8628
drone,1597,100,1139.02,1269.5,1180,72.2149,90.7271,81.4509,130.483,18.5122
drone,1598,100,1152.91,1271.73,1190.99,73.938,92.0829,83.0296,118.827,18.1449
drone,1599,100,1159.45,1290.34,1200.22,74.7577,94.4374,84.2661,130.89,19.6797
drone,1600,100,1170.17,1299.04,1209.28,76.9011,95.8065,85.9765,128.871,18.9054
drone,1601,100,1179.4,1306.3,1219.76,78.7436,96.3301,87.4104,126.904,17.5865
drone,1602,100,1185.17,1318.2,1229.9,79.7819,98.1654,89.0185,133.027,18.3836
drone,1603,100,1202.32,1326.9,1240.55,70.3361,89.1915,80.0029,124.58,18.8554
drone,1604,100,1207.73,1336.27,1250.53,71.8308,89.8098,81.5167,128.544,17.979
drone,1605,100,1218.29,1345.67,1259.72,73.2843,92.6468,83.0658,127.374,19.3625
drone,1606,100,1120.11,1247.4,1159.86,74.0075,94.0582,84.4801,127.285,20.0507
drone,1607,100,1130.37,1257.34,1170.53,76.8966,95.4671,86.0895,126.967,18.5705
drone,1608,100,1142.53,1268.77,1180.66,77.3383,97.0256,87.4081,126.238,19.6873
drone,1609,100,1148.34,1280.78,1189.96,80.179,99.3852,88.9592,132.435,19.2062
drone,1610,100,1160.94,1283.09,1200.04,70.7358,89.7899,79.945,122.148,19.0541
drone,1611,100,1166.46,1295.91,1209.94,71.7179,90.4855,81.463,129.453,18.7676
drone,1612,100,1178.19,1310.13,1219.79,73.7602,92.504,82.9721,131.942,18.7438
drone,1613,100,1190,1318.05,1230.2,74.9934,93.877,84.4027,128.048,18.8837
drone,1614,100,1203.26,1327.57,1240.48,76.7971,96.0539,85.949,124.311,19.2567
drone,1615,100,1209.47,1337.11,1251.08,78.7762,97.6564,87.4832,127.642,18.8803
drone,1616,100,1217.85,1343.7,1260.21,79.1786,98.0251,89.0267,125.853,18.8465
drone,1617,100,1117.7,1249.16,1159.75,70.0423,89.325,80.2466,131.46,19.2827
drone,1618,100,1131.55,1263.27,1171.34,72.6353,90.8606,81.6189,131.716,18.2253
drone,1619,100,1136.07,1269.17,1180.08,73.7816,91.8614,82.7445,133.096,18.0798
drone,1620,100,1147.48,1282.27,1191.36,75.317,93.985,84.6144,134.797,18.668
drone,1621,100,1163.27,1291.12,1200.54,76.3077,96.1362,86.0848,127.847,19.8285
drone,1622,100,1173.23,1295.46,1210.76,78.107,96.5354,87.5681,122.229,18.4285
drone,1623,100,1179.12,1306.58,1220.17,79.4722,98.8628,89.0501,127.459,19.3906
drone,1624,100,1187.19,1313.92,1230.23,70.3247,90.2145,79.859,126.726,19.8898
drone,1625,100,1196.6,1323.34,1239.66,72.2894,91.6661,81.4388,126.74,19.3767
drone,1626,100,1205.92,1339.11,1250.42,73.9884,92.4176,83.0396,133.187,18.4291
drone,1627,100,1217.61,1347.62,1259.53,75.1537,93.4461,84.4849,130.011,18.2923
drone,1628,100,1120.91,1244.41,1160.01,77.0941,95.4599,86.0316,123.505,18.3658
drone,1629,100,1129.25,1257.55,1170.36,78.5208,96.7243,87.4945,128.304,18.2034
drone,1630,100,1137.98,1266,1180.7,79.8235,98.5803,89.0632,128.02,18.7568
drone,1631,100,1148.35,1276.8,1190.36,70.8987,89.5479,80.0807,128.457,18.6492
drone,1632,100,1162.44,1287.95,1200.37,71.8723,90.8551,81.4125,125.507,18.9828
drone,1633,100,1171.45,1298.47,1210.4,73.747,92.8372,83.1401,127.03,19.0902
drone,1634,100,1177.84,1308.61,1219.74,74.8909,94.2929,84.5004,130.777,19.4019
drone,1635,100,1191.28,1319.88,1229.83,76.2623,94.7279,86.0411,128.595,18.4656
drone,1636,100,1193.61,1331.19,1240.01,78.3336,96.4983,87.4069,137.584,18.1647
drone,1637,100,1205.66,1333.5,1249.74,79.3701,98.7441,89.0758,127.838,19.374
drone,1638,100,1217.96,1347.57,1261.22,70.5365,88.9397,80.0377,129.606,18.4033
drone,1639,100,1119.93,1247.06,1160.86,71.4652,90.9349,81.5381,127.135,19.4698
drone,1640,100,1132.72,1254.3,1169.86,72.9302,92.2314,82.7303,121.577,19.3012
drone,1641,100,1142.79,1267.96,1180.49,74.8568,94.0282,84.4936,125.166,19.1714
drone,1642,100,1147.72,1281.04,1189.8,76.7835,95.9788,86.0136,133.319,19.1953
drone,1643,100,1157.75,1287.24,1200.44,78.2742,97.2606,87.4389,129.49,18.9864
drone,1644,100,1172.64,1293.08,1209.89,80.3062,99.5794,88.9834,120.444,19.2732
drone,1645,100,1178.63,1305.3,1220.06,70.1393,88.9099,79.9153,126.676,18.7706
drone,1646,100,1188.82,1318.38,1230.29,72.0764,91.3621,81.5616,129.564,19.2856
drone,1647,100,1201.19,1327.93,1240.65,73.4767,93.1492,82.9732,126.739,19.6725
drone,1648,100,1211.36,1335.09,1250.52,75.668,93.7062,84.6573,123.736,18.0382
drone,1649,100,1221.99,1344.66,1260.07,75.9007,96.1049,85.9565,122.665,20.2042
drone,1650,100,1119.29,1248.88,1160.28,78.3498,96.7365,87.4865,129.592,18.3868
drone,1651,100,1123.29,1258.43,1170.28,79.498,98.1995,88.8707,135.142,18.7015
drone,1652,100,1139.66,1271.06,1180.08,70.4709,89.3053,80.0153,131.403,18.8345
drone,1653,100,1151.65,1279.97,1190.52,71.2281,91.6189,81.4038,128.323,20.3908
drone,1654,100,1159.22,1287.98,1200.51,73.9978,92.3999,83.0512,128.753,18.4022
drone,1655,100,1168.13,1293.64,1210.76,75.3404,94.7514,84.588,125.518,19.411
drone,1656,100,1180.54,1303.05,1220.23,77.2708,95.8544,86.0379,122.503,18.5837
drone,1657,100,1189.28,1316.38,1229.78,77.8551,97.3799,87.4044,127.099,19.5248
drone,1658,100,1199.41,1328.24,1241.08,78.5725,98.476,89.0675,128.831,19.9035
drone,1659,100,1206.92,1334.74,1250.39,70.7325,89.1339,79.8774,127.813,18.4014
drone,1660,100,1215.82,1344.27,1260.52,72.3809,90.4993,81.6171,128.452,18.1184
drone,1661,100,1123.09,1246.72,1160.58,71.9399,93.4951,83.0835,123.626,21.5552
drone,1662,100,1131.67,1259.23,1171,75.2579,93.7643,84.5805,127.556,18.5063
drone,1663,100,1139.24,1264.58,1179.98,76.4341,95.85,86.044,125.339,19.4159
drone,1664,100,1148.8,1275.67,1190.23,77.8413,97.0604,87.4526,126.868,19.2191
drone,1665,100,1159.94,1286.59,1200.37,80.1066,98.0413,88.9873,126.646,17.9347
drone,1666,100,1170.48,1297.81,1210.76,70.2265,89.9562,80.0543,127.329,19.7297
drone,1667,100,1182.65,1302.9,1220.38,72.4521,90.6277,81.5854,120.248,18.1756
drone,1668,100,1190.56,1319.8,1230.54,74.1965,92.1241,83.0714,129.24,17.9276
drone,1669,100,1198.03,1329.52,1240.58,75.3772,93.4422,84.4845,131.484,18.065
drone,1670,100,1210.79,1334.23,1250.27,76.9361,95.0098,85.943,123.439,18.0737
drone,1671,100,1219.67,1347.47,1259.79,76.7555,96.8687,87.3492,127.797,20.1131
drone,1672,100,1120.23,1248.71,1159.97,79.8925,97.605,88.9337,128.484,17.7125
drone,1673,100,1130.1,1258.74,1170.34,71.5075,89.5286,80.0104,128.637,18.0211
drone,1674,100,1139.78,1265.58,1180.25,72.2278,91.0655,81.7562,125.797,18.8378
drone,1675,100,1151.06,1279.72,1189.75,73.4315,92.7153,82.9264,128.654,19.2838
drone,1676,100,1160.58,1282.45,1200.35,74.8876,95.1542,84.6035,121.866,20.2666
drone,1677,100,1171.67,1297.87,1209.95,76.1172,95.4696,86.1597,126.198,19.3524
drone,1678,100,1178.66,1303.01,1219.33,77.7494,97.1919,87.6292,124.357,19.4425
drone,1679,100,1187.42,1318.15,1230.07,79.6524,99.3034,88.9156,130.726,19.6511
drone,1680,100,1199.01,1324.2,1239.51,71.1475,89.5537,80.1628,125.19,18.4061
drone,1681,100,1209.81,1336.16,1250.95,71.5255,91.9748,81.602,126.345,20.4493
drone,1682,100,1218.47,1352,1260.73,74.3932,92.9353,83.0212,133.53,18.5421
drone,1683,100,1117.82,1248.8,1160.18,75.4119,93.7308,84.6325,130.98,18.3188
drone,1684,100,1129.28,1257.48,1169.9,76.2112,95.5264,86.004,128.2,19.3152
drone,1685,100,1140.26,1269.06,1180.23,76.9505,96.4697,87.5119,128.8,19.5192
drone,1686,100,1148.12,1274.36,1189.87,79.9497,98.3385,88.8587,126.239,18.3888
drone,1687,100,1161.13,1291,1200.39,70.433,90.239,79.9018,129.868,19.806
drone,1688,100,1168.65,1294.82,1210.06,71.3048,91.4791,81.2456,126.168,20.1743
drone,1689,100,1183.53,1304.92,1220.76,74.0829,91.9358,83.1334,121.388,17.853
drone,1690,100,1191.62,1317.31,1230.43,75.3121,94.864,84.5776,125.69,19.5519
drone,1691,100,1196.34,1324.85,1240.59,77.0665,95.0713,86.1057,128.506,18.0047
drone,1692,100,1211.94,1340.17,1250.32,78.1002,96.4789,87.3857,128.23,18.3787
drone,1693,100,1221.13,1348.01,1260.06,79.1682,99.6382,88.9977,126.886,20.4701
drone,1694,100,1119.58,1244.03,1160.57,70.6186,89.0541,79.8874,124.448,18.4355
drone,1695,100,1130.94,1256.17,1170.65,71.8519,91.6337,81.4948,125.227,19.7817
drone,1696,100,1140.82,1269.39,1180.37,72.8575,92.1453,82.7538,128.572,19.2878
drone,1697,100,1151.84,1283.35,1189.98,75.5562,93.9921,84.569,131.511,18.4359
drone,1698,100,1155.48,1286.37,1199.51,76.7736,95.3662,85.8788,130.889,18.5926
drone,1699,100,1170.52,1298.49,1210.05,77.9551,97.253,87.629,127.966,19.2979
drone,1700,100,1178.88,1305.62,1220.15,79.7284,99.1002,89.1299,126.745,19.3717
drone,1701,100,1187.97,1319.18,1230.16,70.642,88.6908,79.9078,131.209,18.0489
drone,1702,100,1197.44,1326.27,1240.19,72.3019,91.2335,81.5505,128.839,18.9316
drone,1703,100,1210.39,1341.59,1250.62,73.0323,93.1718,83.2894,131.196,20.1395
drone,1704,100,1218.23,1346.14,1260.61,75.0239,93.9046,84.7911,127.912,18.8807
drone,1705,100,1121.1,1247.2,1160.24,76.4539,94.9278,86.0238,126.101,18.4739
drone,1706,100,1130.86,1258.48,1170.51,77.5401,96.2959,87.5995,127.617,18.7557
drone,1707,100,1139.06,1265.75,1179.61,79.5246,99.605,89.0172,126.692,20.0804
drone,1708,100,1152.89,1285.11,1190.91,71.3697,89.3231,80.1176,132.227,17.9534
drone,1709,100,1159.83,1288.79,1200.19,71.4755,90.682,81.43,128.96,19.2065
drone,1710,100,1168.81,1297.05,1209.85,73.4657,92.1523,82.9821,128.234,18.6866
drone,1711,100,1180.9,1302.05,1220.21,74.9128,95.2662,84.4925,121.15,20.3534
drone,1712,100,1185.42,1315.62,1229.84,76.8763,95.6267,85.9795,130.205,18.7503
drone,1713,100,1200.38,1322.65,1240.81,77.8353,97.2005,87.4671,122.274,19.3652
drone,1714,100,1210.34,1342.61,1249.83,79.4941,98.0973,88.9574,132.266,18.6032
drone,1715,100,1217.39,1349.42,1260.09,71.1116,90.3445,79.8842,132.031,19.2329
drone,1716,100,1116.15,1251.92,1160,69.8313,90.5972,81.6413,135.768,20.7659
drone,1717,100,1128.84,1253.96,1170.23,73.4586,92.4413,82.98,125.125,18.9827
drone,1718,100,1138.26,1266.76,1180.29,74.6284,93.897,84.6164,128.504,19.2686
drone,1719,100,1150.81,1277.46,1190.2,76.8453,95.0562,86.0063,126.646,18.2109
drone,1720,100,1159.32,1288.87,1199.93,77.9762,97.2712,87.4045,129.548,19.295
drone,1721,100,1171.04,1296.86,1210.64,78.7868,98.7081,89.0638,125.812,19.9213
drone,1722,100,1177.3,1312.29,1220.26,71.7025,90.3572,80.2452,134.988,18.6547
drone,1723,100,1185.21,1314.31,1229.66,72.7197,90.7886,81.4184,129.096,18.0689
drone,1724,100,1201.19,1327.37,1240.13,73.8225,92.1314,82.922,126.175,18.3089
drone,1725,100,1211.08,1339.3,1249.54,74.7777,93.8789,84.4022,128.221,19.1012
drone,1726,100,1217.54,1342.41,1260.2,76.4563,95.6176,86.0038,124.87,19.1613
drone,1727,100,1121.99,1243.59,1160.24,78.1241,97.6244,87.4007,121.602,19.5003
drone,1728,100,1129.15,1255.83,1170.27,79.0693,98.3128,88.8293,126.676,19.2435
drone,1729,100,1140.35,1269.73,1180.52,69.848,89.3597,79.9552,129.376,19.5116
drone,1730,100,1149.8,1271.87,1190.22,70.9742,90.6885,81.4754,122.069,19.7143
drone,1731,100,1159.27,1287.46,1200.93,74.1815,91.481,82.9636,128.193,17.2995
drone,1732,100,1169.55,1296.56,1210.53,75.7246,93.1822,84.6619,127.009,17.4576
